season,week,team,division,record,playoff_prob,made_playoffs
2005,13,IND,AFC South,12-0,1,1
2005,13,SEA,NFC West,10-2,1,1
2005,13,JAX,AFC South,9-3,0.981,1
2005,13,CIN,AFC North,9-3,0.977,1
2005,13,CAR,NFC South,9-3,0.973,1
2005,13,DEN,AFC West,9-3,0.968,1
2005,13,CHI,NFC North,9-3,0.958,1
2005,13,NE,AFC East,7-5,0.928,1
2005,13,NYG,NFC East,8-4,0.844,1
2005,13,TB,NFC South,8-4,0.787,1
2005,13,MIN,NFC North,7-5,0.486,0
2005,13,KC,AFC West,8-4,0.482,0
2005,13,DAL,NFC East,7-5,0.429,0
2005,13,ATL,NFC South,7-5,0.381,0
2005,13,SD,AFC West,8-4,0.358,0
2005,13,PIT,AFC North,7-5,0.232,1
2005,13,WAS,NFC East,6-6,0.109,1
2005,13,MIA,AFC East,5-7,0.072,0
2005,13,STL,NFC West,5-7,0.017,0
2005,13,PHI,NFC East,5-7,0.015,0
2005,13,BUF,AFC East,4-8,0.002,0
2005,13,ARI,NFC West,4-8,0,0
2005,13,BAL,AFC North,4-8,0,0
2005,13,CLE,AFC North,4-8,0,0
2005,13,DET,NFC North,4-8,0,0
2005,13,GB,NFC North,2-10,0,0
2005,13,HOU,AFC South,1-11,0,0
2005,13,NO,NFC South,3-9,0,0
2005,13,NYJ,AFC East,2-10,0,0
2005,13,OAK,AFC West,4-8,0,0
2005,13,SF,NFC West,2-10,0,0
2005,13,TEN,AFC South,3-9,0,0
2005,14,IND,AFC South,13-0,1,1
2005,14,SEA,NFC West,11-2,1,1
2005,14,CIN,AFC North,10-3,0.994,1
2005,14,DEN,AFC West,10-3,0.994,1
2005,14,JAX,AFC South,9-4,0.989,1
2005,14,CHI,NFC North,9-4,0.947,1
2005,14,NE,AFC East,8-5,0.947,1
2005,14,TB,NFC South,9-4,0.926,1
2005,14,NYG,NFC East,9-4,0.916,1
2005,14,CAR,NFC South,9-4,0.914,1
2005,14,MIN,NFC North,8-5,0.556,0
2005,14,PIT,AFC North,8-5,0.448,1
2005,14,DAL,NFC East,8-5,0.392,0
2005,14,KC,AFC West,8-5,0.36,0
2005,14,ATL,NFC South,8-5,0.227,0
2005,14,SD,AFC West,8-5,0.208,0
2005,14,WAS,NFC East,7-6,0.122,1
2005,14,MIA,AFC East,6-7,0.059,0
2005,14,ARI,NFC West,4-9,0,0
2005,14,BAL,AFC North,4-9,0,0
2005,14,BUF,AFC East,4-9,0,0
2005,14,CLE,AFC North,4-9,0,0
2005,14,DET,NFC North,4-9,0,0
2005,14,GB,NFC North,3-10,0,0
2005,14,HOU,AFC South,1-12,0,0
2005,14,NO,NFC South,3-10,0,0
2005,14,NYJ,AFC East,3-10,0,0
2005,14,OAK,AFC West,4-9,0,0
2005,14,PHI,NFC East,5-8,0,0
2005,14,SF,NFC West,2-11,0,0
2005,14,STL,NFC West,5-8,0,0
2005,14,TEN,AFC South,4-9,0,0
2005,15,CIN,AFC North,11-3,1,1
2005,15,DEN,AFC West,11-3,1,1
2005,15,IND,AFC South,13-1,1,1
2005,15,SEA,NFC West,12-2,1,1
2005,15,NYG,NFC East,10-4,0.985,1
2005,15,CHI,NFC North,10-4,0.983,1
2005,15,JAX,AFC South,10-4,0.981,1
2005,15,NE,AFC East,9-5,0.971,1
2005,15,CAR,NFC South,10-4,0.945,1
2005,15,TB,NFC South,9-5,0.935,1
2005,15,PIT,AFC North,9-5,0.699,1
2005,15,MIN,NFC North,8-6,0.356,0
2005,15,DAL,NFC East,8-6,0.328,0
2005,15,SD,AFC West,9-5,0.267,0
2005,15,WAS,NFC East,8-6,0.251,1
2005,15,ATL,NFC South,8-6,0.217,0
2005,15,KC,AFC West,8-6,0.053,0
2005,15,MIA,AFC East,7-7,0.029,0
2005,15,ARI,NFC West,4-10,0,0
2005,15,BAL,AFC North,5-9,0,0
2005,15,BUF,AFC East,4-10,0,0
2005,15,CLE,AFC North,5-9,0,0
2005,15,DET,NFC North,4-10,0,0
2005,15,GB,NFC North,3-11,0,0
2005,15,HOU,AFC South,2-12,0,0
2005,15,NO,NFC South,3-11,0,0
2005,15,NYJ,AFC East,3-11,0,0
2005,15,OAK,AFC West,4-10,0,0
2005,15,PHI,NFC East,6-8,0,0
2005,15,SF,NFC West,2-12,0,0
2005,15,STL,NFC West,5-9,0,0
2005,15,TEN,AFC South,4-10,0,0
2005,16,CHI,NFC North,11-4,1,1
2005,16,CIN,AFC North,11-4,1,1
2005,16,DEN,AFC West,12-3,1,1
2005,16,IND,AFC South,13-2,1,1
2005,16,JAX,AFC South,11-4,1,1
2005,16,NE,AFC East,10-5,1,1
2005,16,SEA,NFC West,13-2,1,1
2005,16,NYG,NFC East,10-5,0.983,1
2005,16,TB,NFC South,10-5,0.975,1
2005,16,CAR,NFC South,10-5,0.939,1
2005,16,PIT,AFC North,10-5,0.935,1
2005,16,DAL,NFC East,9-6,0.638,0
2005,16,WAS,NFC East,9-6,0.44,1
2005,16,SD,AFC West,9-6,0.038,0
2005,16,KC,AFC West,9-6,0.027,0
2005,16,ATL,NFC South,8-7,0.017,0
2005,16,MIN,NFC North,8-7,0.008,0
2005,16,ARI,NFC West,5-10,0,0
2005,16,BAL,AFC North,6-9,0,0
2005,16,BUF,AFC East,5-10,0,0
2005,16,CLE,AFC North,5-10,0,0
2005,16,DET,NFC North,5-10,0,0
2005,16,GB,NFC North,3-12,0,0
2005,16,HOU,AFC South,2-13,0,0
2005,16,MIA,AFC East,8-7,0,0
2005,16,NO,NFC South,3-12,0,0
2005,16,NYJ,AFC East,3-12,0,0
2005,16,OAK,AFC West,4-11,0,0
2005,16,PHI,NFC East,6-9,0,0
2005,16,SF,NFC West,3-12,0,0
2005,16,STL,NFC West,5-10,0,0
2005,16,TEN,AFC South,4-11,0,0
2005,17,CAR,NFC South,11-5,1,1
2005,17,CHI,NFC North,11-5,1,1
2005,17,CIN,AFC North,11-5,1,1
2005,17,DEN,AFC West,13-3,1,1
2005,17,IND,AFC South,14-2,1,1
2005,17,JAX,AFC South,12-4,1,1
2005,17,NE,AFC East,10-6,1,1
2005,17,NYG,NFC East,11-5,1,1
2005,17,PIT,AFC North,11-5,1,1
2005,17,SEA,NFC West,13-3,1,1
2005,17,TB,NFC South,11-5,1,1
2005,17,WAS,NFC East,10-6,1,1
2005,17,ARI,NFC West,5-11,0,0
2005,17,ATL,NFC South,8-8,0,0
2005,17,BAL,AFC North,6-10,0,0
2005,17,BUF,AFC East,5-11,0,0
2005,17,CLE,AFC North,6-10,0,0
2005,17,DAL,NFC East,9-7,0,0
2005,17,DET,NFC North,5-11,0,0
2005,17,GB,NFC North,4-12,0,0
2005,17,HOU,AFC South,2-14,0,0
2005,17,KC,AFC West,10-6,0,0
2005,17,MIA,AFC East,9-7,0,0
2005,17,MIN,NFC North,9-7,0,0
2005,17,NO,NFC South,3-13,0,0
2005,17,NYJ,AFC East,4-12,0,0
2005,17,OAK,AFC West,4-12,0,0
2005,17,PHI,NFC East,6-10,0,0
2005,17,SD,AFC West,9-7,0,0
2005,17,SF,NFC West,4-12,0,0
2005,17,STL,NFC West,6-10,0,0
2005,17,TEN,AFC South,4-12,0,0
2006,1,SD,AFC West,1-0,0.524,1
2006,1,CHI,NFC North,1-0,0.497,1
2006,1,SEA,NFC West,1-0,0.497,1
2006,1,IND,AFC South,1-0,0.488,1
2006,1,NE,AFC East,1-0,0.484,1
2006,1,CIN,AFC North,1-0,0.48,0
2006,1,MIN,NFC North,1-0,0.48,0
2006,1,ATL,NFC South,1-0,0.474,0
2006,1,STL,NFC West,1-0,0.463,0
2006,1,JAX,AFC South,1-0,0.453,0
2006,1,NO,NFC South,1-0,0.451,1
2006,1,BAL,AFC North,1-0,0.448,1
2006,1,NYJ,AFC East,1-0,0.448,1
2006,1,PHI,NFC East,1-0,0.448,1
2006,1,PIT,AFC North,1-0,0.419,0
2006,1,ARI,NFC West,1-0,0.411,0
2006,1,DAL,NFC East,0-1,0.36,1
2006,1,DEN,AFC West,0-1,0.347,0
2006,1,TB,NFC South,0-1,0.312,0
2006,1,NYG,NFC East,0-1,0.284,1
2006,1,MIA,AFC East,0-1,0.282,0
2006,1,TEN,AFC South,0-1,0.282,0
2006,1,CLE,AFC North,0-1,0.28,0
2006,1,SF,NFC West,0-1,0.276,0
2006,1,DET,NFC North,0-1,0.274,0
2006,1,OAK,AFC West,0-1,0.274,0
2006,1,BUF,AFC East,0-1,0.269,0
2006,1,CAR,NFC South,0-1,0.263,0
2006,1,GB,NFC North,0-1,0.263,0
2006,1,HOU,AFC South,0-1,0.261,0
2006,1,KC,AFC West,0-1,0.259,1
2006,1,WAS,NFC East,0-1,0.248,0
2006,2,SD,AFC West,2-0,0.777,1
2006,2,NO,NFC South,2-0,0.701,1
2006,2,NE,AFC East,2-0,0.686,1
2006,2,IND,AFC South,2-0,0.684,1
2006,2,SEA,NFC West,2-0,0.682,1
2006,2,MIN,NFC North,2-0,0.674,0
2006,2,BAL,AFC North,2-0,0.655,1
2006,2,CHI,NFC North,2-0,0.642,1
2006,2,ATL,NFC South,2-0,0.64,0
2006,2,JAX,AFC South,2-0,0.613,0
2006,2,CIN,AFC North,2-0,0.606,0
2006,2,PHI,NFC East,1-1,0.541,1
2006,2,NYJ,AFC East,1-1,0.451,1
2006,2,ARI,NFC West,1-1,0.442,0
2006,2,PIT,AFC North,1-1,0.419,0
2006,2,STL,NFC West,1-1,0.389,0
2006,2,DAL,NFC East,1-1,0.305,1
2006,2,NYG,NFC East,1-1,0.257,1
2006,2,BUF,AFC East,1-1,0.248,0
2006,2,DEN,AFC West,1-1,0.217,0
2006,2,SF,NFC West,1-1,0.189,0
2006,2,WAS,NFC East,0-2,0.158,0
2006,2,MIA,AFC East,0-2,0.118,0
2006,2,OAK,AFC West,0-2,0.118,0
2006,2,CAR,NFC South,0-2,0.116,0
2006,2,KC,AFC West,0-2,0.114,1
2006,2,HOU,AFC South,0-2,0.112,0
2006,2,GB,NFC North,0-2,0.099,0
2006,2,TEN,AFC South,0-2,0.097,0
2006,2,CLE,AFC North,0-2,0.086,0
2006,2,DET,NFC North,0-2,0.086,0
2006,2,TB,NFC South,0-2,0.078,0
2006,3,NO,NFC South,3-0,0.863,1
2006,3,IND,AFC South,3-0,0.834,1
2006,3,CHI,NFC North,3-0,0.817,1
2006,3,CIN,AFC North,3-0,0.781,0
2006,3,SEA,NFC West,3-0,0.781,1
2006,3,BAL,AFC North,3-0,0.773,1
2006,3,SD,AFC West,2-0,0.773,1
2006,3,JAX,AFC South,2-1,0.686,0
2006,3,MIN,NFC North,2-1,0.667,0
2006,3,ATL,NFC South,2-1,0.634,0
2006,3,NE,AFC East,2-1,0.606,1
2006,3,NYJ,AFC East,2-1,0.491,1
2006,3,PHI,NFC East,2-1,0.491,1
2006,3,STL,NFC West,2-1,0.427,0
2006,3,DEN,AFC West,2-1,0.417,0
2006,3,DAL,NFC East,1-1,0.394,1
2006,3,NYG,NFC East,1-2,0.288,1
2006,3,BUF,AFC East,1-2,0.232,0
2006,3,SF,NFC West,1-2,0.181,0
2006,3,ARI,NFC West,1-2,0.162,0
2006,3,PIT,AFC North,1-2,0.147,0
2006,3,CAR,NFC South,1-2,0.095,0
2006,3,WAS,NFC East,1-2,0.095,0
2006,3,GB,NFC North,1-2,0.072,0
2006,3,OAK,AFC West,0-2,0.067,0
2006,3,KC,AFC West,0-2,0.059,1
2006,3,MIA,AFC East,1-2,0.059,0
2006,3,CLE,AFC North,0-3,0.029,0
2006,3,TEN,AFC South,0-3,0.027,0
2006,3,TB,NFC South,0-3,0.023,0
2006,3,HOU,AFC South,0-3,0.019,0
2006,3,DET,NFC North,0-3,0.011,0
2006,4,CHI,NFC North,4-0,0.973,1
2006,4,IND,AFC South,4-0,0.945,1
2006,4,BAL,AFC North,4-0,0.903,1
2006,4,NO,NFC South,3-1,0.853,1
2006,4,SEA,NFC West,3-1,0.823,1
2006,4,CIN,AFC North,3-1,0.709,0
2006,4,SD,AFC West,2-1,0.676,1
2006,4,NE,AFC East,3-1,0.646,1
2006,4,ATL,NFC South,3-1,0.64,0
2006,4,PHI,NFC East,3-1,0.592,1
2006,4,STL,NFC West,3-1,0.562,0
2006,4,DEN,AFC West,2-1,0.554,0
2006,4,NYJ,AFC East,2-2,0.497,1
2006,4,DAL,NFC East,2-1,0.488,1
2006,4,JAX,AFC South,2-2,0.488,0
2006,4,MIN,NFC North,2-2,0.349,0
2006,4,BUF,AFC East,2-2,0.206,0
2006,4,CAR,NFC South,2-2,0.196,0
2006,4,WAS,NFC East,2-2,0.187,0
2006,4,NYG,NFC East,1-2,0.16,1
2006,4,PIT,AFC North,1-2,0.114,0
2006,4,MIA,AFC East,1-3,0.093,0
2006,4,KC,AFC West,1-2,0.072,1
2006,4,ARI,NFC West,1-3,0.063,0
2006,4,GB,NFC North,1-3,0.053,0
2006,4,SF,NFC West,1-3,0.044,0
2006,4,HOU,AFC South,1-3,0.029,0
2006,4,OAK,AFC West,0-3,0.029,0
2006,4,CLE,AFC North,1-3,0.025,0
2006,4,TB,NFC South,0-3,0.017,0
2006,4,TEN,AFC South,0-4,0.013,0
2006,4,DET,NFC North,0-4,0,0
2006,5,CHI,NFC North,5-0,0.981,1
2006,5,IND,AFC South,5-0,0.977,1
2006,5,BAL,AFC North,4-1,0.901,1
2006,5,NE,AFC East,4-1,0.846,1
2006,5,PHI,NFC East,4-1,0.771,1
2006,5,STL,NFC West,4-1,0.764,0
2006,5,SEA,NFC West,3-1,0.735,1
2006,5,NO,NFC South,4-1,0.728,1
2006,5,ATL,NFC South,3-1,0.661,0
2006,5,DEN,AFC West,3-1,0.655,0
2006,5,SD,AFC West,3-1,0.642,1
2006,5,CIN,AFC North,3-1,0.634,0
2006,5,JAX,AFC South,3-2,0.425,0
2006,5,DAL,NFC East,2-2,0.411,1
2006,5,MIN,NFC North,3-2,0.333,0
2006,5,NYJ,AFC East,2-3,0.293,1
2006,5,CAR,NFC South,3-2,0.242,0
2006,5,BUF,AFC East,2-3,0.221,0
2006,5,KC,AFC West,2-2,0.219,1
2006,5,NYG,NFC East,2-2,0.175,1
2006,5,WAS,NFC East,2-3,0.135,0
2006,5,PIT,AFC North,1-3,0.078,0
2006,5,HOU,AFC South,1-3,0.053,0
2006,5,SF,NFC West,2-3,0.036,0
2006,5,MIA,AFC East,1-4,0.027,0
2006,5,CLE,AFC North,1-4,0.025,0
2006,5,GB,NFC North,1-4,0.017,0
2006,5,ARI,NFC West,1-4,0.006,0
2006,5,OAK,AFC West,0-4,0.004,0
2006,5,TB,NFC South,0-4,0.004,0
2006,5,DET,NFC North,0-5,0.002,0
2006,5,TEN,AFC South,0-5,0,0
2006,6,CHI,NFC North,6-0,0.996,1
2006,6,IND,AFC South,5-0,0.985,1
2006,6,NE,AFC East,4-1,0.901,1
2006,6,NO,NFC South,5-1,0.867,1
2006,6,SD,AFC West,4-1,0.827,1
2006,6,SEA,NFC West,4-1,0.819,1
2006,6,BAL,AFC North,4-2,0.817,1
2006,6,DEN,AFC West,4-1,0.787,0
2006,6,PHI,NFC East,4-2,0.739,1
2006,6,STL,NFC West,4-2,0.64,0
2006,6,JAX,AFC South,3-2,0.524,0
2006,6,ATL,NFC South,3-2,0.478,0
2006,6,CIN,AFC North,3-2,0.44,0
2006,6,CAR,NFC South,4-2,0.429,0
2006,6,MIN,NFC North,3-2,0.377,0
2006,6,NYG,NFC East,3-2,0.331,1
2006,6,NYJ,AFC East,3-3,0.297,1
2006,6,DAL,NFC East,3-2,0.276,1
2006,6,KC,AFC West,2-3,0.177,1
2006,6,BUF,AFC East,2-4,0.101,0
2006,6,PIT,AFC North,2-3,0.074,0
2006,6,HOU,AFC South,1-4,0.032,0
2006,6,WAS,NFC East,2-4,0.027,0
2006,6,CLE,AFC North,1-4,0.017,0
2006,6,MIA,AFC East,1-5,0.017,0
2006,6,SF,NFC West,2-4,0.015,0
2006,6,OAK,AFC West,0-5,0.004,0
2006,6,ARI,NFC West,1-5,0.002,0
2006,6,DET,NFC North,1-5,0.002,0
2006,6,TB,NFC South,1-4,0.002,0
2006,6,GB,NFC North,1-4,0,0
2006,6,TEN,AFC South,1-5,0,0
2006,7,CHI,NFC North,6-0,0.998,1
2006,7,IND,AFC South,6-0,0.989,1
2006,7,NE,AFC East,5-1,0.943,1
2006,7,NO,NFC South,5-1,0.924,1
2006,7,DEN,AFC West,5-1,0.874,0
2006,7,SD,AFC West,4-2,0.808,1
2006,7,SEA,NFC West,4-2,0.779,1
2006,7,BAL,AFC North,4-2,0.741,1
2006,7,STL,NFC West,4-2,0.596,0
2006,7,MIN,NFC North,4-2,0.556,0
2006,7,NYG,NFC East,4-2,0.554,1
2006,7,CIN,AFC North,4-2,0.486,0
2006,7,PHI,NFC East,4-3,0.457,1
2006,7,NYJ,AFC East,4-3,0.419,1
2006,7,CAR,NFC South,4-3,0.392,0
2006,7,ATL,NFC South,4-2,0.381,0
2006,7,JAX,AFC South,3-3,0.362,0
2006,7,DAL,NFC East,3-3,0.314,1
2006,7,KC,AFC West,3-3,0.211,1
2006,7,PIT,AFC North,2-4,0.078,0
2006,7,HOU,AFC South,2-4,0.044,0
2006,7,BUF,AFC East,2-5,0.025,0
2006,7,SF,NFC West,2-4,0.025,0
2006,7,CLE,AFC North,1-5,0.013,0
2006,7,WAS,NFC East,2-5,0.013,0
2006,7,GB,NFC North,2-4,0.008,0
2006,7,TB,NFC South,2-4,0.004,0
2006,7,MIA,AFC East,1-6,0.002,0
2006,7,OAK,AFC West,1-5,0.002,0
2006,7,TEN,AFC South,1-5,0.002,0
2006,7,ARI,NFC West,1-6,0,0
2006,7,DET,NFC North,1-6,0,0
2006,8,IND,AFC South,7-0,1,1
2006,8,CHI,NFC North,7-0,0.998,1
2006,8,NE,AFC East,6-1,0.985,1
2006,8,BAL,AFC North,5-2,0.872,1
2006,8,DEN,AFC West,5-2,0.855,0
2006,8,NO,NFC South,5-2,0.829,1
2006,8,SD,AFC West,5-2,0.813,1
2006,8,NYG,NFC East,5-2,0.779,1
2006,8,ATL,NFC South,5-2,0.739,0
2006,8,SEA,NFC West,4-3,0.672,1
2006,8,STL,NFC West,4-3,0.577,0
2006,8,MIN,NFC North,4-3,0.537,0
2006,8,CIN,AFC North,4-3,0.402,0
2006,8,KC,AFC West,4-3,0.371,1
2006,8,JAX,AFC South,4-3,0.366,0
2006,8,DAL,NFC East,4-3,0.362,1
2006,8,NYJ,AFC East,4-4,0.28,1
2006,8,PHI,NFC East,4-4,0.248,1
2006,8,CAR,NFC South,4-4,0.192,0
2006,8,GB,NFC North,3-4,0.036,0
2006,8,BUF,AFC East,2-5,0.025,0
2006,8,HOU,AFC South,2-5,0.017,0
2006,8,TB,NFC South,2-5,0.015,0
2006,8,PIT,AFC North,2-5,0.011,0
2006,8,SF,NFC West,2-5,0.008,0
2006,8,WAS,NFC East,2-5,0.008,0
2006,8,CLE,AFC North,2-5,0.002,0
2006,8,OAK,AFC West,2-5,0.002,0
2006,8,ARI,NFC West,1-7,0,0
2006,8,DET,NFC North,1-6,0,0
2006,8,MIA,AFC East,1-6,0,0
2006,8,TEN,AFC South,2-5,0,0
2006,9,IND,AFC South,8-0,1,1
2006,9,CHI,NFC North,7-1,0.987,1
2006,9,NE,AFC East,6-2,0.975,1
2006,9,BAL,AFC North,6-2,0.943,1
2006,9,NYG,NFC East,6-2,0.907,1
2006,9,DEN,AFC West,6-2,0.882,0
2006,9,NO,NFC South,6-2,0.88,1
2006,9,SD,AFC West,6-2,0.874,1
2006,9,SEA,NFC West,5-3,0.789,1
2006,9,ATL,NFC South,5-3,0.764,0
2006,9,KC,AFC West,5-3,0.509,1
2006,9,JAX,AFC South,5-3,0.465,0
2006,9,STL,NFC West,4-4,0.423,0
2006,9,MIN,NFC North,4-4,0.408,0
2006,9,DAL,NFC East,4-4,0.318,1
2006,9,CAR,NFC South,4-4,0.219,0
2006,9,PHI,NFC East,4-4,0.2,1
2006,9,CIN,AFC North,4-4,0.156,0
2006,9,NYJ,AFC East,4-4,0.152,1
2006,9,GB,NFC North,3-5,0.032,0
2006,9,SF,NFC West,3-5,0.032,0
2006,9,WAS,NFC East,3-5,0.027,0
2006,9,BUF,AFC East,3-5,0.019,0
2006,9,OAK,AFC West,2-6,0.008,0
2006,9,TB,NFC South,2-6,0.008,0
2006,9,CLE,AFC North,2-6,0.004,0
2006,9,DET,NFC North,2-6,0.004,0
2006,9,MIA,AFC East,2-6,0.004,0
2006,9,PIT,AFC North,2-6,0.004,0
2006,9,TEN,AFC South,2-6,0.004,0
2006,9,ARI,NFC West,1-7,0,0
2006,9,HOU,AFC South,2-6,0,0
2006,10,CHI,NFC North,8-1,1,1
2006,10,IND,AFC South,9-0,1,1
2006,10,BAL,AFC North,7-2,0.996,1
2006,10,DEN,AFC West,7-2,0.958,0
2006,10,SD,AFC West,7-2,0.956,1
2006,10,SEA,NFC West,6-3,0.914,1
2006,10,NYG,NFC East,6-3,0.903,1
2006,10,NO,NFC South,6-3,0.893,1
2006,10,NE,AFC East,6-3,0.884,1
2006,10,ATL,NFC South,5-4,0.501,0
2006,10,DAL,NFC East,5-4,0.432,1
2006,10,KC,AFC West,5-4,0.413,1
2006,10,NYJ,AFC East,5-4,0.404,1
2006,10,CAR,NFC South,5-4,0.394,0
2006,10,PHI,NFC East,5-4,0.318,1
2006,10,JAX,AFC South,5-4,0.312,0
2006,10,STL,NFC West,4-5,0.261,0
2006,10,MIN,NFC North,4-5,0.219,0
2006,10,SF,NFC West,4-5,0.074,0
2006,10,GB,NFC North,4-5,0.069,0
2006,10,CIN,AFC North,4-5,0.036,0
2006,10,WAS,NFC East,3-6,0.023,0
2006,10,BUF,AFC East,3-6,0.021,0
2006,10,CLE,AFC North,3-6,0.006,0
2006,10,HOU,AFC South,3-6,0.006,0
2006,10,MIA,AFC East,3-6,0.004,0
2006,10,PIT,AFC North,3-6,0.004,0
2006,10,ARI,NFC West,1-8,0,0
2006,10,DET,NFC North,2-7,0,0
2006,10,OAK,AFC West,2-7,0,0
2006,10,TB,NFC South,2-7,0,0
2006,10,TEN,AFC South,2-7,0,0
2006,11,CHI,NFC North,9-1,1,1
2006,11,IND,AFC South,9-1,1,1
2006,11,BAL,AFC North,8-2,0.998,1
2006,11,SD,AFC West,8-2,0.985,1
2006,11,NE,AFC East,7-3,0.935,1
2006,11,DEN,AFC West,7-3,0.903,0
2006,11,SEA,NFC West,6-4,0.878,1
2006,11,NYG,NFC East,6-4,0.811,1
2006,11,NO,NFC South,6-4,0.796,1
2006,11,DAL,NFC East,6-4,0.783,1
2006,11,CAR,NFC South,6-4,0.613,0
2006,11,KC,AFC West,6-4,0.394,1
2006,11,ATL,NFC South,5-5,0.387,0
2006,11,JAX,AFC South,6-4,0.352,0
2006,11,NYJ,AFC East,5-5,0.307,1
2006,11,SF,NFC West,5-5,0.217,0
2006,11,PHI,NFC East,5-5,0.198,1
2006,11,STL,NFC West,4-6,0.16,0
2006,11,MIN,NFC North,4-6,0.086,0
2006,11,CIN,AFC North,5-5,0.084,0
2006,11,GB,NFC North,4-6,0.055,0
2006,11,MIA,AFC East,4-6,0.019,0
2006,11,WAS,NFC East,3-7,0.017,0
2006,11,BUF,AFC East,4-6,0.013,0
2006,11,PIT,AFC North,4-6,0.008,0
2006,11,CLE,AFC North,3-7,0.002,0
2006,11,ARI,NFC West,2-8,0,0
2006,11,DET,NFC North,2-8,0,0
2006,11,HOU,AFC South,3-7,0,0
2006,11,OAK,AFC West,2-8,0,0
2006,11,TB,NFC South,3-7,0,0
2006,11,TEN,AFC South,3-7,0,0
2006,12,CHI,NFC North,9-2,1,1
2006,12,IND,AFC South,10-1,1,1
2006,12,BAL,AFC North,9-2,0.998,1
2006,12,SD,AFC West,9-2,0.996,1
2006,12,NE,AFC East,8-3,0.966,1
2006,12,DAL,NFC East,7-4,0.939,1
2006,12,SEA,NFC West,7-4,0.912,1
2006,12,NO,NFC South,7-4,0.88,1
2006,12,DEN,AFC West,7-4,0.707,0
2006,12,NYG,NFC East,6-5,0.627,1
2006,12,KC,AFC West,7-4,0.587,1
2006,12,CAR,NFC South,6-5,0.577,0
2006,12,NYJ,AFC East,6-5,0.339,1
2006,12,STL,NFC West,5-6,0.257,0
2006,12,ATL,NFC South,5-6,0.238,0
2006,12,JAX,AFC South,6-5,0.208,0
2006,12,PHI,NFC East,5-6,0.206,1
2006,12,SF,NFC West,5-6,0.183,0
2006,12,CIN,AFC North,6-5,0.145,0
2006,12,MIN,NFC North,5-6,0.124,0
2006,12,BUF,AFC East,5-6,0.027,0
2006,12,GB,NFC North,4-7,0.027,0
2006,12,WAS,NFC East,4-7,0.027,0
2006,12,MIA,AFC East,5-6,0.023,0
2006,12,PIT,AFC North,4-7,0.002,0
2006,12,TB,NFC South,3-8,0.002,0
2006,12,ARI,NFC West,2-9,0,0
2006,12,CLE,AFC North,3-8,0,0
2006,12,DET,NFC North,2-9,0,0
2006,12,HOU,AFC South,3-8,0,0
2006,12,OAK,AFC West,2-9,0,0
2006,12,TEN,AFC South,4-7,0,0
2006,13,BAL,AFC North,9-3,1,1
2006,13,CHI,NFC North,10-2,1,1
2006,13,IND,AFC South,10-2,1,1
2006,13,SD,AFC West,10-2,0.998,1
2006,13,SEA,NFC West,8-4,0.996,1
2006,13,DAL,NFC East,8-4,0.992,1
2006,13,NO,NFC South,8-4,0.989,1
2006,13,NE,AFC East,9-3,0.987,1
2006,13,NYJ,AFC East,7-5,0.535,1
2006,13,DEN,AFC West,7-5,0.488,0
2006,13,NYG,NFC East,6-6,0.461,1
2006,13,ATL,NFC South,6-6,0.438,0
2006,13,CAR,NFC South,6-6,0.421,0
2006,13,KC,AFC West,7-5,0.381,1
2006,13,CIN,AFC North,7-5,0.352,0
2006,13,PHI,NFC East,6-6,0.314,1
2006,13,JAX,AFC South,7-5,0.246,0
2006,13,MIN,NFC North,5-7,0.171,0
2006,13,SF,NFC West,5-7,0.118,0
2006,13,STL,NFC West,5-7,0.088,0
2006,13,GB,NFC North,4-8,0.008,0
2006,13,BUF,AFC East,5-7,0.004,0
2006,13,PIT,AFC North,5-7,0.004,0
2006,13,WAS,NFC East,4-8,0.004,0
2006,13,MIA,AFC East,5-7,0.002,0
2006,13,TEN,AFC South,5-7,0.002,0
2006,13,ARI,NFC West,3-9,0,0
2006,13,CLE,AFC North,4-8,0,0
2006,13,DET,NFC North,2-10,0,0
2006,13,HOU,AFC South,4-8,0,0
2006,13,OAK,AFC West,2-10,0,0
2006,13,TB,NFC South,3-9,0,0
2006,14,BAL,AFC North,10-3,1,1
2006,14,CHI,NFC North,11-2,1,1
2006,14,IND,AFC South,10-3,1,1
2006,14,SD,AFC West,11-2,1,1
2006,14,NO,NFC South,9-4,0.998,1
2006,14,SEA,NFC West,8-5,0.994,1
2006,14,NE,AFC East,9-4,0.992,1
2006,14,DAL,NFC East,8-5,0.966,1
2006,14,NYG,NFC East,7-6,0.627,1
2006,14,ATL,NFC South,7-6,0.579,0
2006,14,CIN,AFC North,8-5,0.537,0
2006,14,JAX,AFC South,8-5,0.533,0
2006,14,PHI,NFC East,7-6,0.484,1
2006,14,DEN,AFC West,7-6,0.383,0
2006,14,NYJ,AFC East,7-6,0.297,1
2006,14,KC,AFC West,7-6,0.221,1
2006,14,MIN,NFC North,6-7,0.168,0
2006,14,CAR,NFC South,6-7,0.145,0
2006,14,STL,NFC West,5-8,0.029,0
2006,14,BUF,AFC East,6-7,0.015,0
2006,14,TEN,AFC South,6-7,0.015,0
2006,14,PIT,AFC North,6-7,0.008,0
2006,14,GB,NFC North,5-8,0.004,0
2006,14,SF,NFC West,5-8,0.004,0
2006,14,ARI,NFC West,4-9,0,0
2006,14,CLE,AFC North,4-9,0,0
